bit_0_difficulty,bit_1_difficulty,bit_2_difficulty,bit_3_difficulty,bit_4_difficulty,bit_5_difficulty,bit_6_difficulty,bit_7_difficulty,bit_8_difficulty,bit_9_difficulty,bit_10_difficulty,bit_11_difficulty,bit_12_difficulty,bit_13_difficulty,bit_14_difficulty,bit_15_difficulty,bit_16_difficulty,bit_17_difficulty,bit_18_difficulty,bit_19_difficulty,bit_20_difficulty,bit_21_difficulty,bit_22_difficulty,bit_23_difficulty,bit_24_difficulty,bit_25_difficulty,bit_26_difficulty,bit_27_difficulty,bit_28_difficulty,bit_29_difficulty,bit_30_difficulty,bit_31_difficulty,bit_32_difficulty,bit_33_difficulty,bit_34_difficulty,bit_35_difficulty,bit_36_difficulty,bit_37_difficulty,bit_38_difficulty,bit_39_difficulty,bit_40_difficulty,bit_41_difficulty,bit_42_difficulty,bit_43_difficulty,bit_44_difficulty,bit_45_difficulty,bit_46_difficulty,bit_47_difficulty,bit_48_difficulty,bit_49_difficulty,bit_50_difficulty,bit_51_difficulty,bit_52_difficulty,bit_53_difficulty,bit_54_difficulty,bit_55_difficulty,bit_56_difficulty,bit_57_difficulty,bit_58_difficulty,bit_59_difficulty,bit_60_difficulty,bit_61_difficulty,bit_62_difficulty,bit_63_difficulty
0.9084769560643354,0.9137392438237173,0.5406036082117573,0.6892331797164674,0.7535803950669708,0.518434421477425,0.3290207143595081,0.3046218876854301,0.48947538006731595,0.42084813728147785,0.4542961363700807,0.8105273383453767,0.0339763433036524,0.6174462253453832,0.9902979918104614,0.23173705017441026,0.2841899338449887,0.2619250550864969,0.7173787323882711,0.8284778252656445,0.9435808626356748,0.35853735928986863,0.14344513186830066,0.9436670419767393,0.20791803329047664,0.3210143999621813,0.8659135558328996,0.9304076869143444,0.9268421283481431,0.7761480627545877,0.5875688970764001,0.13113842692640743,0.4686334728321073,0.743608246421338,0.017723559794011523,0.1862856646707095,0.9687040712226743,0.2548382051411906,0.562483766346725,0.9707305812399213,0.019056360550217866,0.06017854654824151,0.2020422697849944,0.16543005454887472,0.448173275877191,0.7969975526064429,0.503120652101329,0.23311453621145162,0.4363143316503776,0.05440351525607223,0.5884587376842613,0.4953597151409995,0.46750122703194397,0.6710473666016669,0.06749591754680151,0.44550700168621327,0.9986249331751318,0.1203379037413328,0.5876766470815855,0.14904365278220733,0.07973602521319445,0.12605574080422133,0.9421934256701286,0.9372386733154726
0.17446689770656987,0.2974829359246626,0.750406589483826,0.7995402512754877,0.4501021051459475,0.7045618276963518,0.10569902017718902,0.8048868082101873,0.7791991809825026,0.03105493361390066,0.49410288875705455,0.738284785606944,0.97186621997167,0.14953865652020704,0.8369447519124716,0.9787006778834031,0.7329388607543229,0.867690505227701,0.15689554173779974,0.3199919367421834,0.051307689814669266,0.2027155137618446,0.5145150395825945,0.6974709884008005,0.6811168559052324,0.3483785440396421,0.08768004812378083,0.6985830880210405,0.1076807953681358,0.41893717975158185,0.5694606805913648,0.18111655627462386,0.23852192565460284,0.45215804768437884,0.9204663554429307,0.38554381187945197,0.898625262615206,0.6395328641455689,0.7699720836017799,0.9550112445457434,0.4174836854282802,0.6629420917185859,0.7975277493080688,0.5891953311772163,0.2604034178885106,0.6649801741915065,0.8249407649693561,0.799688670314822,0.8396204948932433,0.6517191141332649,0.8223798442994649,0.5485688220787974,0.25742169367255263,0.6007285603807756,0.22757682224741405,0.352919074561693,0.1699453010236447,0.5106108287749714,0.01216972396114313,0.19715849433814658,0.12314972489723874,0.6221454708072002,0.19099885635733826,0.27178060509345514
0.9563658701660837,0.3236816032831511,0.1667849551167837,0.5883319571475342,0.8655447454573696,0.7959979611779111,0.13646708256212714,0.12360435774088174,0.3542007204540937,0.4082086783503386,0.6233862857255199,0.6520076115041952,0.4610316665318903,0.7098434002226066,0.2540880018212046,0.531402445228273,0.7100383110069819,0.482835980837633,0.3321745671871844,0.10735404495599365,0.7675484192235353,0.32710217568473576,0.25678313704366107,0.42977619723915217,0.03541904031277243,0.7975690892051399,0.5794654323721823,0.9475546473097374,0.029167529723192698,0.767453512025245,0.7819117673496394,0.5750035874124444,0.8561178859365288,0.0751742263679398,0.2983445161924204,0.881256800940479,0.7802163350395185,0.49163454417701025,0.08930922481987014,0.11844953303071282,0.6140552982136729,0.08547712487039927,0.8847895172610966,0.5425484991115869,0.9418950652202812,0.47739459162518105,0.13607039248862685,0.469327836046715,0.37449539064040727,0.5025065673592131,0.40769199510232923,0.2600502220471961,0.7528604541684235,0.5770175244333842,0.10072526312662866,0.7180776914920468,0.7340094958786587,0.9028808382980791,0.765745162305974,0.25180339753854475,0.9494725266938059,0.46188656587254784,0.6175452124048563,0.25954090775578575
0.020062833117352463,0.5156183110526584,0.013382609421784375,0.5809929487600348,0.11521343853376453,0.13374026784782622,0.5084070781716004,0.12875661113656622,0.5732419597608172,0.47591215911223295,0.5379307342560361,0.1296023512942056,0.7487720533580996,0.7876908340381686,0.7152972803389138,0.15438535353673355,0.38124622643742656,0.6029633521445615,0.9245601707679818,0.5505940011610924,0.8686455431946084,0.5559847472565385,0.20613145119516207,0.2640591012154171,0.37684718633005976,0.6069790416997934,0.9021334720247635,0.03590380365142776,0.4718471441376878,0.32734329314271615,0.441009350057852,0.3270592649650329,0.1665941770098489,0.9207349291368129,0.23166924623073049,0.5467301252230935,0.7063667431206934,0.09405945749936173,0.7104019773465788,0.9784320823918997,0.47314668864541776,0.529016104718021,0.683518834674209,0.8592118648806406,0.003005985778557485,0.881425628711372,0.40897734189294344,0.27702110583661343,0.8140108979526279,0.21988760307312805,0.34453452824121045,0.7633976157649037,0.9178785222236423,0.2202704287958912,0.3200330343680037,0.1417045950178606,0.8086582307818635,0.30090421796361466,0.7942975307619432,0.3694174329822745,0.2459570810908014,0.6497833669511607,0.5180777845210098,0.5624916008244748
0.23513551644845976,0.28688386665118415,0.915655902867535,0.6172823766730517,0.8334518020646866,0.20290430736981813,0.7247047419302967,0.47622844902647266,0.3606281984001788,0.3581532097495803,0.06511778097365961,0.698218598326663,0.839055207495194,0.3851584706049931,0.9013455585560388,0.9062464996871322,0.5452950885870648,0.9897067292600327,0.15280612849878739,0.2860978565240069,0.0422285069875552,0.14013675866630237,0.8355113140789179,0.21355986246478975,0.4814962955506661,0.9157265871097696,0.4889547247278674,0.3790134042720802,0.8914362424653686,0.7070543083310864,0.5591728252861269,0.9218057278204781,0.5245811319238797,0.29522318396484415,0.15322625463673611,0.20791704860047755,0.22565627079824524,0.1544622621330869,0.8436709821212892,0.31996323255272485,0.1829104881019631,0.13401741390693833,0.8931094356212121,0.3351630014486833,0.2505637488523754,0.8722372968409273,0.030841593616086516,0.8184043070440323,0.6663446681775526,0.9050861770305804,0.44534350895695896,0.9375116904556513,0.5126686813687996,0.21184519719965544,0.35662033458746134,0.9009753850579083,0.007288669425370098,0.5777371063851285,0.07550193525602511,0.5820547997012434,0.06498516413072153,0.06877900982634433,0.70546986858375,0.49985597072693655
0.0021497869536625247,0.013010850210470992,0.7740898617497068,0.6464449923039556,0.8488903071761708,0.09494721890011726,0.8996502940179252,0.14732645619791362,0.34848773839129754,0.575112647446322,0.3728225802682922,0.6920448579548049,0.19392338143920484,0.06847632941449433,0.08784553958531893,0.4338926226970007,0.8692937312864396,0.5246813090431198,0.41808854551928554,0.1868392570363534,0.11849922026940118,0.42616792000573755,0.439376791001692,0.5742397609530153,0.10009551325351795,0.5765204810585444,0.7325962912440714,0.8474931822100186,0.9121032219955066,0.766162709303002,0.4431099940288925,0.5664065447813578,0.7757805397897334,0.5655283142939648,0.47042972483969114,0.7730631687468159,0.4124451965006851,0.983542341895298,0.40076792319427823,0.27910651046601265,0.46374688488153504,0.9948890152142518,0.7946670997186442,0.1822314634258696,0.9272754231273729,0.6678612549255464,0.3546350533399253,0.1135274946767365,0.9044957879570809,0.941343894883327,0.04297640739363773,0.11862281716635681,0.32004608009497826,0.9763181598547009,0.045234410487828725,0.2501677403934487,0.830522328414618,0.9703911416882997,0.9025667254303252,0.0923939750013616,0.7542370258209744,0.9265349829410208,0.08792380931644339,0.41334344424669667
0.3623043651893987,0.28190068602800367,0.5281116774039246,0.18998121686748148,0.34138510947489653,0.5802068807859277,0.28594752947439783,0.9929761370286294,0.8040193627490358,0.4878819300846522,0.45879827542745844,0.7618624229422639,0.5668542486169947,0.3525860589054851,0.9790062577450589,0.9593804703089652,0.4132123173764132,0.3663153707547875,0.27630080082689945,0.4181058908785332,0.16988410345229032,0.9726673370424231,0.6583754193218371,0.7763118354040993,0.5318692484014214,0.2127439140441375,0.28599864221341686,0.5224328304444137,0.29699206668958944,0.7085061346620112,0.7934345544235512,0.2998498060211534,0.09478259237903341,0.3772715397294516,0.16746939814452655,0.45368242647069146,0.6460870833416765,0.6536801714700656,0.23837669832458408,0.7446436416101458,0.3377136729410266,0.5083546804203137,0.8499304366306062,0.4465057770804526,0.11190301431904481,0.1390006692857162,0.6685080860236697,0.011909677964882959,0.911283691401821,0.20370728456404352,0.954162877443635,0.4199404726936645,0.9498940703787612,0.702535418020417,0.21431757683144093,0.6683549916242008,0.4893984280997504,0.04836270134823484,0.836954344140505,0.8775689449793108,0.6319738300907792,0.7636153015481479,0.6643198718744386,0.14317668491191626
0.08621665871060114,0.22199925047627977,0.3613636583743457,0.7181489468466217,0.9452315197572833,0.14233534961191907,0.3285245373524137,0.8640113425000543,0.7115010033650797,0.2880048320632428,0.2892966965767588,0.2710660645135512,0.05752247724679116,0.3047966424333546,0.555851778845747,0.13341054987867862,0.9530564033436809,0.48168454669126715,0.5053145013564212,0.7170918799464293,0.1658764787463196,0.4131475560076555,0.834002397068083,0.9217304558870586,0.9350201668220982,0.18343594024943444,0.015927562174219978,0.27055075933270023,0.30026456164429094,0.4684151738659007,0.10355658563279524,0.052390289532876055,0.8385863939411834,0.762787804698589,0.5317535266270266,0.2224475901936942,0.8474277140885791,0.26737631507816073,0.9159844793766184,0.8234675729097654,0.04794849005825308,0.9298913079667306,0.13943166463773438,0.4318194980080792,0.37667523180973594,0.00012928648102705775,0.93964692200918,0.804263382134157,0.8771374826594276,0.515006802153121,0.870850256258923,0.9021766529333267,0.8343107358743933,0.15972571358005305,0.538419726595282,0.7076293644938444,0.1986345350765406,0.6821491231875955,0.3121455351325054,0.017517941116016233,0.963757845309821,0.5563573817316126,0.19668431532590447,0.4226229134003463
0.7346253431406479,0.5407069360830603,0.4170319149963734,0.30520259479247336,0.164569330041066,0.2549175393319143,0.3081625964295731,0.26480901634631104,0.9810793641324451,0.3090817233584794,0.765844365903366,0.5711847326130295,0.36777802718314456,0.489203643410943,0.014345353651087467,0.9692829353073953,0.49298939428622657,0.9519389036241287,0.8927794255000915,0.6739011935044839,0.847791252247497,0.8004430355057524,0.730420507639383,0.7200083631063454,0.014194139426809027,0.05607451483306691,0.4818735716479443,0.23189650758188007,0.010094203958602832,0.6616310565853459,0.22222551930297996,0.6086455485702603,0.3648090709247016,0.3318943325151108,0.25312231608202407,0.4705551396772336,0.20359418382874983,0.4061663436244243,0.47906296713874474,0.7983897469208631,0.277701411031244,0.7716172771316656,0.866517164150684,0.4874422558266741,0.08085452509888114,0.288014049636667,0.6782123580935288,0.43192121035510167,0.23811659442795985,0.47811943068686247,0.4116574072395073,0.7862886278176233,0.22599632249058277,0.09093506135339069,0.8369284124097607,0.19514996698903875,0.016180835618523237,0.2789590972859092,0.9796583319226722,0.5820438887767861,0.40114453016576634,0.35766161601803825,0.5346208265915079,0.14419180499368478
0.5396623904148471,0.3998780437898908,0.7898403347083736,0.5102140491862779,0.30563323518568086,0.1693332233663125,0.3669388848361407,0.41255718405322106,0.7182461841154739,0.45772559264424884,0.39342524118424704,0.604884085701032,0.30431684044438456,0.04938489074797492,0.8855722399619161,0.3968952673493624,0.9415383617089967,0.7937771492105405,0.7827124362367374,0.7826373196164061,0.7674193081103439,0.21631692483706477,0.8042758885925504,0.665116281807965,0.7273426800357727,0.5264496867145756,0.13732163115566487,0.16233540047750494,0.49895546014784375,0.4101349845975857,0.9079124690655457,0.2615819827471789,0.5653173493170903,0.6134774111691631,0.5162816242372019,0.8005565745659828,0.07789816541913441,0.8312757136724387,0.7900464270305119,0.03162721703601534,0.9469480285876689,0.3354141270374653,0.39642591161548013,0.6431871231507407,0.9647724170939411,0.11926250866335653,0.8657565106717281,0.4293328501879007,0.779473438011835,0.45297440999263106,0.9138678088136343,0.3839425066652944,0.9415552327115145,0.41408703480597386,0.7419343576903044,0.6135909345239476,0.7817374523952285,0.683213729510069,0.711739949258461,0.5794201183259307,0.3879057575931807,0.39798641903611887,0.4806102129293993,0.411122606470008
