bit_channel_0,bit_channel_1,bit_channel_2,bit_channel_3,bit_channel_4,bit_channel_5,bit_channel_6,bit_channel_7,bit_channel_8,bit_channel_9,bit_channel_10,bit_channel_11,bit_channel_12,bit_channel_13,bit_channel_14,bit_channel_15,bit_channel_16,bit_channel_17,bit_channel_18,bit_channel_19,bit_channel_20,bit_channel_21,bit_channel_22,bit_channel_23,bit_channel_24,bit_channel_25,bit_channel_26,bit_channel_27,bit_channel_28,bit_channel_29,bit_channel_30,bit_channel_31,bit_channel_32,bit_channel_33,bit_channel_34,bit_channel_35,bit_channel_36,bit_channel_37,bit_channel_38,bit_channel_39,bit_channel_40,bit_channel_41,bit_channel_42,bit_channel_43,bit_channel_44,bit_channel_45,bit_channel_46,bit_channel_47,bit_channel_48,bit_channel_49,bit_channel_50,bit_channel_51,bit_channel_52,bit_channel_53,bit_channel_54,bit_channel_55,bit_channel_56,bit_channel_57,bit_channel_58,bit_channel_59,bit_channel_60,bit_channel_61,bit_channel_62,bit_channel_63
0.08613611604673788,0.09542774184723302,0.11741201934262957,0.7378857197698092,0.6720388413898299,0.721610257546043,0.1772199940361222,0.8157968485747975,0.20431350638602586,0.88172525973678,0.4041971709871508,0.7882474931868383,0.6373862016214817,0.4350615682960266,0.8984738738066794,0.10612386829043774,0.5475401729306514,0.4040995297184432,0.5501346753747453,0.17375041169956373,0.22258798943474734,0.9969807591134049,0.052365797486431664,0.07730037635305753,0.13819122787754767,0.6345690927086527,0.482972498064027,0.23272294283497819,0.22695957175346793,0.7099824136066606,0.9161273664826045,0.10794500679977204,0.3548940080605504,0.41888642885716654,0.027864274987403848,0.4174955405237285,0.7808822476900054,0.2988332900990731,0.22691681389795382,0.8027738110803105,0.117776006028388,0.1578953236688868,0.5209267252593345,0.7416920500210521,0.26417352985180986,0.7589007699569649,0.123699327470282,0.8658227519162611,0.9188850346611742,0.8201588728250875,0.7953263157640814,0.9052701571593141,0.9786473748587613,0.22890871852893602,0.6200926402631604,0.0686718477586501,0.1019392127559079,0.6726659437700011,0.6543547978528406,0.27774484386287823,0.6346483923638376,0.3443335537079609,0.7000149642907185,0.7671747986907921
0.02340892680716211,0.8791238856998475,0.14386743712464978,0.6971176318277883,0.12788532745997339,0.0322298149968705,0.6498199421350905,0.879853886266761,0.7617463301989919,0.13601638305148833,0.12251585235846385,0.3065976408422977,0.9327787907420523,0.6370800522728003,0.6072487735268571,0.5291348824126353,0.42054461973307566,0.7142716720648491,0.48847833094759097,0.9675026268236607,0.009723527000591425,0.10828797273222601,0.49836348704495537,0.9494316106637357,0.6941745627908831,0.02057808747326506,0.13185683074734156,0.20993800084573566,0.8202113924446088,0.04547929907060755,0.3160745340470301,0.7873886318513224,0.6520078581237577,0.5180654990469599,0.9476539631860147,0.14954369655399669,0.8351463266898628,0.5583815908813349,0.7381246729815785,0.8213086925174532,0.7262256361026429,0.52270230537154,0.7348098473436536,0.7275886429359527,0.7992771494763443,0.7462194890164044,0.44570683354463225,0.5352991401685299,0.48095520669063785,0.2053490110063726,0.9095863941860511,0.8799865344817891,0.052046687913070766,0.7125502320845283,0.4201534245792137,0.13580269774994913,0.7606522230123641,0.0005825698529214884,0.012329787891669497,0.07759347719592713,0.2962338054622913,0.9356060613867915,0.6711534693490038,0.07914968903798492
0.613644527913116,0.7770878675664924,0.31493463550701095,0.3762129672705573,0.36635273264424917,0.9710352646491195,0.6054357682364999,0.2427497893577618,0.7466038850487431,0.3209589114931095,0.8479664824402008,0.6962068195731211,0.11301148591394516,0.3093399645303019,0.0068833297728830845,0.3527615747353787,0.5791312663908343,0.6005304595004634,0.44112173026668466,0.30326694713201163,0.9779491823545347,0.1207292635915348,0.7337591603843918,0.7669198801187325,0.11315065724222029,0.5015013602176908,0.20537502799818874,0.9084959234864045,0.38472738227899306,0.994842767853688,0.697138024544644,0.1729798579049604,0.5794111593207523,0.017492830110402924,0.37771505697281016,0.1383932425623765,0.0962375422341113,0.5949103362539263,0.0611117066342477,0.6284097519558494,0.4677908224663405,0.7637090875075403,0.9959662146655512,0.6441955467592824,0.24073742738041304,0.6473315787076916,0.4867997121696066,0.8652563629165334,0.28028179460973446,0.9867759924773273,0.5338089505461334,0.8858667997923227,0.4520327428890243,0.42409584157978486,0.3026179604420658,0.22645564617229508,0.1546480480860437,0.5221865769109624,0.5957857264114114,0.8854544837267356,0.7020452988456054,0.9692170812039895,0.7798071572302321,0.39405443928560535
0.10468881150580989,0.004082086941140095,0.5836000353001881,0.7500557011208508,0.24157854887904007,0.982085892035052,0.9572039802605887,0.26314193772608596,0.9428831047510647,0.5587004729154784,0.8902427115913654,0.12955860744756686,0.37096691825797823,0.831216583614636,0.7484367118964633,0.11005379818815242,0.3696254230175523,0.41715013379870236,0.10834101235335802,0.8099746813261739,0.6976724956548372,0.966211042795915,0.8549466674053365,0.21692253470610057,0.5632403679670278,0.38396014517917343,0.8576653456673238,0.04968818378046347,0.6429198329678236,0.8721760024085018,0.4744935204996271,0.18483509685802246,0.8116227951953224,0.20468794222711162,0.27735075560613764,0.11620059076361167,0.6704060759351554,0.12456278209512861,0.5245201361264726,0.8764481736281915,0.9635189128571393,0.5951024206142081,0.7832920644891287,0.0805927443076131,0.8259557324275356,0.07970522199904162,0.23753367001017978,0.44247414783354655,0.7381970980793753,0.7790796325932542,0.3770628730691503,0.016658684303411442,0.27152256356930893,0.16867953159448368,0.7891210050148815,0.5371363071317621,0.7734524132979617,0.42123263032798763,0.0009218268808054431,0.5461610299678221,0.7876555179697537,0.20177811396325918,0.14182685235876558,0.8463740147263892
0.9059132433580974,0.3075247698543555,0.9745291538039207,0.04679412886036027,0.27316721163661506,0.7442517042102758,0.46110024121387916,0.254235068951135,0.25657452160113203,0.846921405613504,0.9193124264720768,0.8570471011297657,0.7998609899899252,0.49174112092298716,0.30887050302555674,0.16173089103513372,0.8084470822870252,0.7281099735321893,0.835773266992761,0.5461415413106442,0.03941339554788348,0.4310716032572146,0.7013840977023864,0.6834953622758927,0.13192753358811082,0.5324197377159076,6.75327951968896e-05,0.8603225018020524,0.2691521298601509,0.40926060553685906,0.09843103255454844,0.9063077222849397,0.8675601366989847,0.9951633260752236,0.6723521907026981,0.034901526311662434,0.12678018659317147,0.46001926206793076,0.10834673863078037,0.6044764644777086,0.04025468262687071,0.9721677599257658,0.3430549588898254,0.2941804690998311,0.22367015383940303,0.24243506483875554,0.8672157450635667,0.35171286903823995,0.946669050513429,0.5137906485208228,0.29445166817510093,0.527578727016382,0.1044200919161643,0.005896583240184383,0.43360456887958254,0.26932788110588357,0.5091028781745093,0.02156728008854958,0.6208828047813232,0.2971296905506525,0.06278738612960466,0.7716511237363008,0.7579354702569618,0.7612305183547178
0.3993814416947571,0.9024995593445677,0.9624997246333936,0.78886184966528,0.5961298572866637,0.6384412971642361,0.5519373309731139,0.41315694903823896,0.7267512281192277,0.3182423196659573,0.3469425712969837,0.9984876502258634,0.28814620374220945,0.7877499217441961,0.44335559925819756,0.3816055375489531,0.3721373013597802,0.32128017788538643,0.5934088710672936,0.14681905673713003,0.3237864392123403,0.8375641594423007,0.7325493225640562,0.16097499420338834,0.2718029573961104,0.2512083569976683,0.38095704746227754,0.3559885556101914,0.6178788148706004,0.21437189515494914,0.2692695283800206,0.6489822704101965,0.07553671223540426,0.5887053932588568,0.6515641656133352,0.847826500170981,0.9519063111117239,0.8142767282168334,0.20121400638468467,0.146634671066474,0.3602456644250154,0.5267108362186202,0.07455958556115594,0.12974879001707063,0.43712460095205063,0.9365450492332281,0.9086732149759942,0.6559745311994095,0.45046085361681587,0.9181340061744018,0.8350899144661661,0.5870907854376872,0.7743387594104439,0.9783841241334021,0.9154010164471367,0.89098347467441,0.1660303226287284,0.9676218524757635,0.9906115120696294,0.343331418337239,0.9745755523415343,0.37633186800993845,0.760232282006673,0.7226935327954308
0.37682469939127916,0.30838705435735947,0.14884578109034885,0.8713866549975023,0.47224887703463947,0.7020641280304457,0.431621230761006,0.8950763921201641,0.7586841329273611,0.8956040130700211,0.64618970314679,0.856723845959574,0.7297658531689598,0.2641348235147398,0.01589831125755592,0.636211933813105,0.22247457578436358,0.5453297755133989,0.7248966459519284,0.14665214437076024,0.8377095017565113,0.330838067556638,0.761098246126816,0.4377614734823212,0.07928481978441004,0.10126702633339657,0.4253069393258272,0.17516429292503144,0.021033702617740846,0.83986035437746,0.5369967396421115,0.38018291086228106,0.4804496624370902,0.09525088314545405,0.5578356878905315,0.38940066420362673,0.9967135964549086,0.6572258682655776,0.2722953158699869,0.7827332538029925,0.2016379459811195,0.5100942311818166,0.008529751693294507,0.7222291377221006,0.8586461635941144,0.34004208145884685,0.9487146795481682,0.3876155748653024,0.7086182094469361,0.13575345249854198,0.16066886121389956,0.1355933485419314,0.18208639549821792,0.45702456467484176,0.690395841206721,0.514953737671639,0.2132447060322722,0.7045735836923456,0.9503449916612045,0.3033270802470982,0.09668178176290387,0.2069084217044631,0.18589695756127855,0.48206021920231124
0.6868549207672628,0.6917560991874386,0.37529265061089667,0.12195289254005526,0.44094440678998104,0.5163098747224574,0.8743059445036957,0.5229130681437693,0.9844452672937427,0.2471466846026994,0.7277525687960299,0.2095196972805824,0.37931416986322386,0.71475576792657,0.2179264877802548,0.97382758061191,0.49225451414689203,0.22941483851689493,0.9696388662030501,0.19796249423524603,0.8665000776770038,0.6692132457665618,0.7279268189741146,0.6276897803392357,0.2799762306456376,0.7976416387402263,0.5290843443942527,0.20016605136217258,0.10653975408186633,0.5266429640698479,0.9369818158168605,0.6869581551835188,0.33485513075511364,0.14942710198027753,0.5013437870455422,0.5846269532815748,0.5123159017159079,0.6122566396482381,0.6247531962300029,0.188510961766854,0.34259123138900527,0.6939898510620983,0.8734256466040384,0.4817842645992567,0.11280130156065182,0.551368048931601,0.2808810115555421,0.7713574284111803,0.541683639130875,0.9983140622502148,0.9448314367453143,0.8310544876775354,0.36151410173751797,0.21004935326039076,0.2362874079019479,0.2109241357413797,0.42492583151233765,0.8951651382155822,0.2595284638430446,0.7258467868961493,0.7775756279561534,0.3046282931637274,0.4511759498210153,0.5653209447528962
0.705054410332152,0.29553917529778095,0.23080957493139376,0.5873205128983329,0.950197085949434,0.9896340683274308,0.48846603987374704,0.41256938404771126,0.8025312602234467,0.34107003295701743,0.16052183222713823,0.9282208276522278,0.6766405985327515,0.7204382031693575,0.5676907030228514,0.743903852760989,0.7051813919377963,0.8132999800444471,0.41518870837385413,0.8218154904568736,0.7864674977818031,0.31863410326459185,0.9366211154378214,0.8291767101716393,0.4378067126299605,0.5648367290760686,0.4857375123048363,0.04713005732787878,0.828527245488423,0.15630758748897677,0.759754861281024,0.08655483596347813,0.7455915193152682,0.8860051691729904,0.9662899842841455,0.8747304683239369,0.9883700614700275,0.783715291794261,0.6961739600359355,0.9511298557534869,0.2103356074897691,0.24059877399993213,0.8028265909239691,0.026904175776309325,0.2968296922465573,0.32183757517631595,0.5047103834267775,0.016935212543641054,0.6257096676685846,0.6298458511875987,0.2727841803779236,0.8085995750030076,0.5171791785698374,0.5274137694208818,0.8719927684595125,0.23228729107952073,0.6814622714079472,0.9199522699023228,0.29830690818611627,0.9690405988344944,0.6390403928548571,0.0662920783141494,0.43131824409445096,0.6375944012335014
0.8937065905481544,0.559132924018561,0.0454558407525788,0.19164572292963356,0.19321600671212436,0.16459763031060326,0.10472370758288996,0.0024300643415186007,0.5763941255358909,0.9727019617142945,0.46149059172988605,0.7027636394327339,0.5775377273378607,0.11426402969823679,0.42582899274796104,0.848154797649967,0.41426338056172873,0.311601774700352,0.5034685907779146,0.9219853992946454,0.21575391766034802,0.8059865201266706,0.5471701061050188,0.8446060117148183,0.47722078795603506,0.17800488086482247,0.26069791514038465,0.8497920468876157,0.6680394765209815,0.9994704552717303,0.3302076697692514,0.9909866500149828,0.09924251590229416,0.4645245897351994,0.8513274848924466,0.3392882018985929,0.0729773055003965,0.7160435005696882,0.4785933650902944,0.6812644779821851,0.6173533975369192,0.14256278456774119,0.8924406205734082,0.7007207943060092,0.7160856667476653,0.3865202937868675,0.18507010933030732,0.9737053045751083,0.6818737134524474,0.25236286053818946,0.21526465717152843,0.8774558747491494,0.16094867547095826,0.02340530997907564,0.5930500581542224,0.4324952325527053,0.20519972893049954,0.42793711653379674,0.8135027443710178,0.2970019068616244,0.5459942405939059,0.2799709708321566,0.1450627443462995,0.4108669273759247
0.12481012145194503,0.7947138334011368,0.38337415890131743,0.7582960009811432,0.44517901478520727,0.25547964912444,0.2023380437269856,0.062452302714864794,0.6848762929714711,0.886591392245501,0.45710171981291003,0.6329671730698296,0.051162738080953396,0.6819671116635935,0.8806078262623266,0.24412330643162305,0.9828139516708372,0.8014974746249439,0.8271207190280888,0.8978897464326941,0.8024391790976435,0.44592400973730306,0.11262343141895181,0.2838283757344967,0.6686269502892013,0.24459584144583335,0.6874430608415513,0.7848610868680673,0.9454134985817211,0.135870669881629,0.698573121859521,0.0333882492343377,0.3057108911034917,0.01846647101205423,0.36794531348186477,0.9641375014574735,0.695527644455083,0.17838110723538547,0.6321637746880017,0.7615347562342486,0.8141161811305377,0.8783289024305222,0.18923011402609735,0.8963409450651949,0.5007642454471131,0.23131846854243043,0.740896958446652,0.5693169380976237,0.18400216048373186,0.554108668827483,0.22463609751654556,0.5730159987367541,0.6723341332783161,0.9190644326918713,0.8873956589177535,0.7429782506052158,0.9119180728861179,0.5209019356158131,0.7576630368252243,0.3986186989145172,0.6227298189733615,0.03705029771394375,0.6667444626058563,0.4883506848361433
0.5433266188623095,0.6938945013063186,0.5686540117523435,0.39522934660133424,0.21350863358112748,0.3785306818244787,0.3709025033353264,0.3019497370446872,0.48563225097887763,0.7716124310607116,0.31712052135606306,0.3072698814833005,0.3961369627589387,0.24906555476083136,0.8426901388571638,0.8914165231682031,0.35255685617876686,0.1640737711225675,0.34454513113404517,0.8443966669446505,0.4433331940895773,0.22988435545543795,0.5314865293005885,0.37558507843409095,0.5726707991846174,0.007757549817608678,0.9506039996849198,0.4884241961064114,0.9419655906285993,0.2553816882022115,0.9113697454213867,0.8410960914837393,0.16766517607504305,0.22114567861999557,0.4981521868608203,0.495661369399679,0.17161725114084547,0.3174368733776336,0.33083186064925296,0.11635223694414121,0.3714947091635048,0.36790788171849087,0.7219170877702423,0.8637504593389393,0.9039841586388319,0.9905390832002904,0.13367417786212288,0.4523920446368378,0.695911950463562,0.09239575782427423,0.8975974060649554,0.9666946093833874,0.7503118177587474,0.20271252224299408,0.7097226112534287,0.59122749271957,0.9904594855764379,0.2196917727065285,0.6759807267177214,0.9988949491381109,0.9634272265135155,0.44230728800154073,0.14462800742274107,0.9242708328267478
0.0319185680394356,0.5254116677349963,0.9266083363171356,0.6412016058864278,0.285522351407965,0.45370370572338503,0.9008628032634157,0.9447527438305701,0.41436514760003773,0.6257601791786032,0.5864284519977269,0.6758288286531298,0.5377383100182882,0.26462139907421556,0.781937497665241,0.7439938259964801,0.31377681532608737,0.29431411647828565,0.6360839640998244,0.4619532995633018,0.5282429812235879,0.8100510569654572,0.8881557285357242,0.9422812405298071,0.6434402834828391,0.37287807526382044,0.13859969253625137,0.32819209471949695,0.9798109427962207,0.44809958995952914,0.012640927970242632,0.6802408022622726,0.6246613419179429,0.38655434324433113,0.13653014189188128,0.23697738456115647,0.00390751071326656,0.9316434002913893,0.49792755373892206,0.38938916084545716,0.04043832715293916,0.38220537217754846,0.7190203698915804,0.5959162470894408,0.1677001416990498,0.010678006014579355,0.34655454119419793,0.9083430572193483,0.136062658408031,0.13477898902416263,0.22683772568739036,0.4758442861068307,0.2685008914490381,0.7832471153155983,0.06110451015854412,0.6170543701226286,0.7711436781754396,0.24122333953328756,0.18598361266012053,0.22592169710504506,0.9188085697653554,0.2819519283518984,0.014472646845158588,0.48498923405856353
0.23204269404408062,0.8296792803223291,0.8000242678268751,0.9368426030743106,0.8155416135691034,0.32738671684638665,0.13455125272660606,0.903882098888682,0.8264161433032366,0.8566978090378901,0.7918812966325391,0.8894652580901878,0.46946227380065686,0.24569862162735168,0.2080419036317126,0.6460735777447671,0.8310196981026626,0.035880980776598626,0.016107164318015288,0.5480015875698039,0.41612948040285325,0.884812271537629,0.33586600974347935,0.06417696579521404,0.4007223031093975,0.5288136245894693,0.012259320471611157,0.9087698890523729,0.6362604296595555,0.2060929252890954,0.6259950715057772,0.7561297638001707,0.1328190599659793,0.7644034698478277,0.6637931639980282,0.7231540827367794,0.5289051927482505,0.06131959798634823,0.06579681270275495,0.9806195531360454,0.0924971394168872,0.17664751271532142,0.49347692908969953,0.24544891375118905,0.6298866813066208,0.40922126053638463,0.3632310504867651,0.21095237363805797,0.8689867465077619,0.6938212538377179,0.024533071644621707,0.20585374488112196,0.7947746122174584,0.156736917438426,0.39282825973343916,0.1652898257865193,0.6766512275325531,0.6044343498413142,0.37751234416732393,0.44576984893532823,0.7406676156870875,0.9183856397301899,0.874925957760752,0.11017215931307422
0.9738226775253098,0.18337344984885873,0.19489687319295923,0.5722424890748907,0.6804601984113193,0.9679620852397627,0.8503820279498614,0.5429612332874147,0.3272811429962754,0.9073126668014477,0.3109792256392401,0.5629839513758261,0.7779651899638074,0.4139571387705623,0.25463471179084873,0.8715628422670009,0.4320936977666957,0.34326500357791667,0.4689113609422224,0.5257411522831567,0.9883881734300857,0.35426104465669084,0.9433023941406692,0.09882551702645748,0.48196092382385824,0.13533635496235896,0.4236920596311693,0.5895471194078671,0.2897934473966024,0.663716012279993,0.4041555223387602,0.79809648383636,0.7523809950130707,0.8874890437479125,0.18448166805623678,0.4830023051536546,0.058695354853274706,0.011846174283745237,0.27609341603321147,0.6998497316968346,0.8359335942821284,0.25657674574467426,0.4808766642151914,0.6655989996474863,0.7149408073552539,0.911788097481837,0.023982442878926813,0.9607230565938489,0.6988990051255514,0.0007448321310022932,0.4320799956789373,0.3959923577744171,0.38619247902924103,0.12215943726693224,0.6053614195538131,0.17236537980787714,0.08111549261550732,0.985364436338838,0.47578128943857434,0.0016940078640175216,0.7232154152510736,0.5316169827409971,0.7017626253239826,0.08020085602549276
0.12009376027171714,0.2999190670239431,0.7445344030671391,0.18277687343080107,0.21280859040278355,0.779391935015903,0.35980657442201747,0.19457128398720425,0.009127537066697777,0.6175538796005313,0.6116567707711813,0.4301695310401249,0.8288041908925232,0.8509741149417549,0.8578443154767735,0.48107157331178196,0.15554057536320642,0.14528712831837154,0.3678641083693772,0.9941438238967607,0.3196533206899639,0.9188332699147426,0.33793811635748405,0.4362126510404093,0.30021814305790206,0.585640774707399,0.47665473265930813,0.46143055049585635,0.28912730258412345,0.5665350223542961,0.240054263127782,0.12145514325136353,0.06053727261669706,0.9881451654563456,0.04544117363800049,0.13022169012088214,0.12130184479342732,0.3754984015589691,0.07051343633867158,0.10673846742848125,0.2099588964622775,0.3201397420817743,0.12246531172523145,0.6718926682681676,0.3611132560983623,0.23233262714338387,0.07246532057028898,0.4477233982145773,0.19841111271117884,0.9222611323189613,0.02916386332473686,0.2730444016669402,0.5372713901224078,0.9019795161632821,0.11420725059406667,0.016340685848113767,0.9497142548887842,0.12940290596889992,0.9126212210085635,0.02734122735474165,0.6756274009961425,0.03447077006675314,0.20130550603887154,0.5200838031747806
0.4052970681253696,0.9317747466702213,0.22474448140687409,0.2819600258982483,0.2823447429020386,0.10350779429209056,0.1278018106487694,0.03231945758910382,0.23906593735307913,0.06169730288223629,0.8984910230133999,0.5240272544923659,0.19454006097865328,0.28939339426527966,0.1928708705154688,0.6941976456155388,0.6169678344914226,0.8316905170444431,0.5451510794947655,0.7301238249289432,0.8430450231199316,0.7116121898807961,0.5008782609559305,0.9956507794758007,0.8302560312512488,0.06794924976241767,0.494996387592338,0.7741771539258689,0.13255449756367665,0.6879069019100322,0.5833798327581831,0.6475757018325673,0.27217729301098914,0.7440950536540147,0.9801137868022559,0.610341036663927,0.786364093148783,0.01192186882693591,0.24053352749284052,0.07330090825972291,0.7375630948525479,0.2256051933003046,0.755690308267451,0.06685812992726137,0.2941623705195773,0.5317686534048057,0.7734556514367777,0.6363677229495739,0.9993284557352191,0.9167156997315999,0.6898253522407989,0.6006844030921112,0.20537145752020258,0.45592004628553084,0.45873964631194597,0.8573029456239106,0.039027885455507616,0.5638200215053446,0.8674768828273608,0.5359815545739991,0.6714960745249886,0.8980978467389373,0.42659389232540523,0.07532082287240338
0.4096390557605222,0.348898636907624,0.43375147462599184,0.06443365080088403,0.28206268172418614,0.951819609542717,0.12765481485453123,0.9271392858259957,0.1236237317879374,0.9768746743632366,0.47639300782360894,0.4114030887929965,0.7207431258647242,0.77060435537842,0.15707858523970852,0.7109538039515726,0.24790569048141697,0.8590062357358583,0.2196350013932835,0.021300683616613525,0.38015270502762777,0.8224157393456919,0.5143503438906247,0.8189279187057275,0.08624974743934033,0.283242096975714,0.8556899873298862,0.10533136281145816,0.30882060867268646,0.5232052737980065,0.5078330441988566,0.9518755177575546,0.6744037371461807,0.775783114877165,0.8646332511262532,0.5095417926502395,0.16365171976008475,0.5266900416786149,0.6991122046613537,0.9917335483151871,0.32494697188249777,0.9474459113207168,0.5742544634968796,0.6302003457101357,0.6933505781123969,0.7096487581971299,0.06269485734411684,0.7843964189215401,0.3820561938098602,0.6972626996794812,0.16009583991895537,0.33292120689180793,0.6996626748686912,0.42340465017548357,0.9532534728503346,0.46497697518355374,0.3314139622053779,0.1640420844823276,0.4450572965620798,0.5972796239470956,0.01990905420243061,0.3883771318716207,0.3891150260042223,0.09824846245461027
0.782625824498911,0.2851846497944014,0.7440728129963685,0.4615591992451077,0.6670109769309317,0.7598033890167144,0.543009840744852,0.028212864170164997,0.6659984598773863,0.7357534456382375,0.2838392898450117,0.8241723010002474,0.8154623496161375,0.7033705513555035,0.4656754975926387,0.30551939223806035,0.7560289464183232,0.07723224418815999,0.3441150361570585,0.3336081822611793,0.5821621510501173,0.695301075052458,0.5094035066705744,0.0284323161163188,0.7413521399619554,0.9664417164817346,0.336295210888674,0.5936744544002245,0.4875187978045007,0.02065477834852869,0.030316797511661386,0.22773113540225876,0.7400204329321405,0.35779403666400944,0.615001350136748,0.15179319101924416,0.4622494438727568,0.6269369588925711,0.8016068001009059,0.30387424109272565,0.6434381867561764,0.17203536873994463,0.6080896325798213,0.30323449667780467,0.24837416500952725,0.7761935492817874,0.49732755313131294,0.4418022019393679,0.43681622075641746,0.6425163275786042,0.7323528800955375,0.8949300684070538,0.5201464121828127,0.582964495344604,0.5557875033240948,0.9687805271817681,0.5389546399520542,0.5793619847358834,0.8180413608444526,0.22389386254076404,0.6936669081289802,0.3893000195761468,0.7404636845500737,0.8705718636113268
0.048130477269087035,0.5941090239448669,0.08902790287013329,0.31837206185753775,0.062059870223312164,0.9006490198311742,0.5438673144440168,0.6875188629714567,0.7971622180130176,0.4316645029503965,0.1967573972929556,0.20140564115232085,0.27178632397709557,0.9656183947035072,0.4776617868209029,0.9270261708851062,0.3542446136932931,0.2222107397972949,0.44880731208022673,0.5632113714874227,0.11965483065033511,0.47809199470307706,0.9970935707187203,0.26938783059521987,0.237738482919443,0.38759594565691213,0.7005191050039106,0.9790563315793457,0.671226488592308,0.8495887336221801,0.3821201464930676,0.10346617457178664,0.025912353838836943,0.4027405539890895,0.6554255646557776,0.28713688890307687,0.16718524203993157,0.9225304376894783,0.8866286513690826,0.8533986594157084,0.966992597748343,0.3214248985254752,0.3350703779248583,0.21286156349582375,0.20739540221087505,0.7347653281390581,0.8019822456642681,0.8886695719478807,0.8357795151358236,0.27774993260467595,0.7856503027476878,0.6335372316782321,0.7184683278115276,0.6504284473596668,0.07496177521199399,0.5929442102025383,0.23745508077694988,0.23280906296779647,0.9128583920236499,0.6664561130594844,0.637308749303774,0.3136788579713863,0.9902510746221592,0.8104983960013245
